Elevation,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area3,Wilderness_Area4,Soil_Type2,Soil_Type4,Soil_Type10,Soil_Type12,Soil_Type22,Soil_Type23,Soil_Type38,Soil_Type39,Euclidean_Distance_To_Hydrology,Distance_To_Hydrology_To_Roadways_Ratio,Total_Distance,Aspect_North_South,Cover_Type
4885375790788.438,13.733071920491877,62.773327681122346,14126233861.42416,2676,1,0,0,0,0,0,0,0,1,0,0,13.840797390755014,1.0217280163599183,51.675006015569615,-0.7313537016191706,6
1831607243843.5518,24.163335055677194,33.00065369243831,5878611704.151003,1454,0,0,1,0,0,1,0,0,0,0,0,25.52858371852048,1.3260869565217392,36.885233770876596,0.882947592858927,1
1225177206087.85,25.92102747454135,31.1258031913598,6141666783.295101,514,0,0,1,0,0,1,0,0,0,0,0,26.53782142123155,1.434119278779473,30.85078453799851,0.7547095802227719,2
1383349177043.4426,15.480717019655401,18.317464688862017,4691870775.888422,1100,0,0,1,0,0,1,0,0,0,0,0,16.161659008555176,1.509433962264151,29.905567989710473,0.7313537016191707,1
4643603999123.039,22.84182681776564,47.68028209372738,14383837406.885178,2739,1,0,0,0,0,0,0,0,0,0,0,23.424264502237268,1.1199400299850075,46.66920226915013,-0.9975640502598243,6
2530388552730.835,0.0,49.6372117638609,9684280453.845184,301,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,36.65306530326019,0.9743700647852351,0
2243133719690.8086,7.9709018762662325,39.742777243433956,7918349841.690071,573,1,0,0,0,0,0,0,0,0,0,0,8.16631513707955,1.0232558139534884,33.16109998464669,-0.42261826174069933,4
5166059213358.056,23.557469722255345,45.900495287035696,8249665170.221912,1124,0,1,0,0,0,0,0,0,0,0,1,23.889364326983408,1.1402739726027398,39.981474627594814,0.25881904510252074,6
1907907256552.7822,19.99418572209444,36.26182097474826,10882092653.856237,4678,1,0,0,0,0,0,0,0,0,0,0,20.33561795502707,1.1756756756756757,49.49863299826549,0.25881904510252074,1
1288472948973.6177,26.918574448604033,25.67038906521858,4173320259.0842633,331,0,0,1,0,0,1,0,0,0,0,0,27.754505202802005,1.738562091503268,27.52039944967724,0.981627183447664,1
922040528411.6282,14.133517118998896,18.54597555952095,8419316157.732058,553,0,0,1,0,0,1,0,0,0,0,0,16.0320352118053,1.4128440366972477,24.923940195542098,0.30901699437494723,2
2298559980347.7856,20.41458834233333,58.7407458701602,6553326326.809689,2911,0,1,0,0,0,0,0,0,0,0,0,20.611326123783346,1.0571428571428572,51.00253676042547,0.9205048534524404,0
2278884080119.044,7.9709018762662325,46.95410523335626,12421926038.406147,987,0,1,0,0,0,0,0,0,0,0,0,8.053458476820298,1.0155601659751037,38.804629251548945,-0.9063077870366499,0
850263867375.0564,11.500786239779327,14.54067193435315,4691870775.888422,366,0,0,1,0,0,1,0,0,0,0,0,12.350270995204523,1.4724409448818898,21.149387566838463,0.9510565162951535,2
2067489199120.399,22.84182681776564,41.52095485444285,10674855778.65182,1530,0,1,0,1,0,0,0,0,0,0,0,23.144027513021406,1.1674808094905793,39.97267146723376,0.7660444431189778,4
1250214321533.459,9.547407793395507,25.133355463002363,11742550277.55363,1800,0,0,1,0,1,0,0,0,0,0,0,9.611811021982652,1.0961098398169336,35.43157430904012,0.34202014332566816,2
